kráva	samice od býka
krávy	samice od býků
krážem	křížem ???
kréda	vyznání víry množ.
krédo	vyznání víry
kréta	velký řecký ostrov
krč	pražská čtvrť
krčan	obyvatel Krče
krčani	obyvatelé Krče
krčané	obyvatelé Krče
krček	drobný krk
krčení	hýbání rameny
krčil	choulil se, ohýbal
krčila	choulila se, ohýbala
krčili	choulili se, ohýbali
krčilo	choulilo se, ohýbalo
krčily	choulily se, ohýbaly
krčit	choulit se, ohýbat
krčiti	chouliti se, ohýbati
krčky	drobné krky
krčma	nálevna
krčmy	nálevny
krčmář	hospodský
krčmáři	hospodští
krční	ušní, nosní, ??? (ORL)
krčská	usídlená v Krč
krčské	usídlené v Krč
krčský	usídlený v Krč
krčí	choulí se, ohýbá
krčští	lidé z Krče
kršna	vtělení Višnua
krůpěj	kapka
krůpěje	kapky
krůta	samice krocana
krůty	samice krocanů
krůtí	uvařen z krůty
kržatka	drobná houba
kržatky	drobné houby
ksh	kiloshannon zkr.
ksi	vzorec silicidu draslíku
kss	slovenští komunisté
ksukol	poloopice
ksukoli	poloopice množ.
ksí	řecké písmeno Ξ ξ
ksč	Gotwaldova strana
ksčm	naši komunisté
kterak	jak
která	jež
které	jež
který	jenž
kto	slovenská otázka na 1.pád
kuala	město ??? Lumpur
kuandu	hlodavec příbuzný urzonovi
kuba	postava z Krkonošských pohádek
kubista	Emil Filla (dle slohu)
kubisti	zástupci kubismu
kubistka	zastánkyně kubismu
kubistky	zastánkyně kubismu množ.
kubisté	zástupci kubismu
kubánská	typická pro karibský ostrov
kubánské	typické pro karibský ostrov
kubánský	typický pro karibský ostrov
kubánští	narození na karibském ostrově
kubáň	řeka v jižním Rusku
kuchal	zbavoval útrob
kuchala	zbavovala útrob
kuchali	zbavovali útrob
kuchalo	zbavovalo útrob
kuchaly	zbavovaly útrob
kuchat	zbavovat útrob
kuchati	zbavovati útrob
kuchař	výrobce jídla
kuchaři	výrobci jídla
kuchařka	kniha receptů
kuchařky	knihy receptů
kuchej	zbavuj útrob!
kuchyně	výrobna jídla
kuchyň	výrobna jídla
kuchá	zbavuje útrob
kuchání	zbavování útrob
kudla	nůž hovor.
kudly	nože hovor.
kudu	druh antilopy
kudy	otázka po cestě
kudypa	kudy nářečně
kuj	kovej!
kuje	ková
kujná	vhodná ke kování
kujné	vhodné ke kování
kujný	vhodný ke kování
kujon	šibal
kujoni	šibalové
kujonova	šibalova
kujonovi	šibalovi
kujonovo	šibalovo
kujonovy	šibalovy
kujonové	šibalové
kujonsky	šibalský
kujonská	šibalská
kujonské	šibalské
kujonský	šibalský
kujonští	šibalští
kujonův	šibalův
kují	kovají
kujón	taškář
kujóni	taškáři
kukadla	oči expresivně
kukadlo	oko
kukají	imitují žežuličku
kukal	imitoval žežuličku
kukala	imitovala žežuličku
kukali	imitovali žežuličku
kukalo	imitovalo žežuličku
kukaly	imitovaly žežuličku
kukaně	místa v kurníku
kukat	imitovat žežuličku
kukati	imitovat žežuličku
kukačka	žežulka
kukačky	žežulky
kukaččí	žežulčí
kukaň	místo v kurníku
kukicha	řapíkový čaj
kukimuki	houba sluka nářeč.
kukmák	houba příbuzná mochomůrce
kukmáky	houby příbuzné mochomůrce
kuks	podíl v těžařské firmě
kuksy	podíly v těžařských firmách
kuku	kukaččin zvuk
kukuku	kukaččin zvuk
kukukuku	kukaččin zvuk
kukula	krbcova sova (večerníčky)
kukulín	holič krále Lávry
kukulíni	jmenovci holiče krále Lávry
kuká	imituje žežuličku
kul	koval
kula	kovala
kule	karetní barva
kulení	valení (očí)
kulečník	biliár
kulhají	pajdají
kulhal	pajdal
kulhala	pajdala
kulhali	pajdali
kulhalo	pajdalo
kulhaly	pajdaly
kulhat	pajdat
kulhati	pajdati
kulhavka	nemoc skotu
kulhavky	nemoc skotu množ.
kulhavá	pajdavá
kulhavé	pajdavé
kulhaví	pajdaví
kulhavý	pajdavý
kulhavě	pajdavě
kulhá	pajdá
kulhání	pajdání
kuli	kovali
kulich	zimní čepice
kulichy	zimní čepice
kulil	valil (oči)
kulila	valila (oči)
kulili	valili (oči)
kulilo	valilo (oči)
kulily	valily (oči)
kulisa	jevištní stavba
kulisy	jevištní stavby
kulit	valit (oči)
kuliti	valiti (oči)
kulička	malá koule
kuličky	dětská hra
kulo	kovalo
kulomet	strojní puška
kulomety	strojní pušky
kulová	nikoliv broková
kulové	velké ???, nic
kulový	nic nářeč.
kult	uctívání, sekta
kultivar	odrůda
kultivary	odrůdy
kultura	kolonie např. plísní
kulturní	civilizovaný
kulty	uctívání, sekty
kuly	kovaly
kulí	valí (oči)
kulíci	ptáci příbuzní čejce
kulík	pták příbuzný čejce
kulíčí	častý u kulíků
kulíšci	nejmenší sovy
kulíšek	nejmenší sova
kulíščí	častý u nejmenších sov
kumari	??? Kandam, bájný svět
kumkvat	citron nagami
kumkvaty	citrony nagami
kumpán	zločincův pomocník
kumpáni	zločincovi pomocníci
kumulace	hromadění
kumán	Polovec
kumáne	oslovení Polovce
kumáni	Polovci
kuna	lasicovitá šelma
kunašir	kurilský ostrov
kunda	rodidla vulg.
kundera	autor Žertu
kundy	vulva množ. vulg.
kung	kachna ???-pao
kunovci	draví vačnatci
kunovec	dravý vačnatec
kunratice	pražská čtvrť
kuny	lasicovité šelmy
kuní	typický pro kuny
kuo	luo chan ???, čínské ovoce
kup	získej v obchodě!
kupa	hromada do výšky
kupci	opak prodejců
kupec	opak prodejce
kupení	hromadění
kupido	amor
kupidova	Amorova
kupidovi	Amorovi
kupidovo	Amorovo
kupidovy	Amorovy
kupidův	Amorův
kupil	hromadil
kupila	hromadila
kupili	hromadili
kupilo	hromadilo
kupily	hromadily
kupit	hromadit
kupiti	hromaditi
kupka	náš malíř František ???
kuplet	kabaretní píseň
kuplety	kabaretní písně
kuplíř	obchodník s bílým masem
kuplíři	obchodníci s bílým masem
kuplířka	obchodnice s bílým masem
kuplířky	obchodnice s bílým masem
kupon	poukaz
kupony	poukazy
kuprej	laoský tur
kuprit	oxid mědný
kupuj	získávej v obchodě!
kupuje	časovací vzor 3. třídy
kupy	hromady do výšky
kupáž	scelení vína
kupáže	scelení vína množ.
kupé	typ karoserie
kupí	hromadí
kupírovat	amputovat psům ocasy
kupírovati	amputovati psům ocasy
kupíruje	amputuje psům ocasy
kupírují	amputují psům ocasy
kupón	poukaz
kupóny	poukazy
kur	slepice
kuragin	kníže (Vojna a mír)
kurantní	běžný, platný, směnitelný
kuratel	opatrovnictví
kuratela	opatrovnictví
kurately	opatrovnictví množ.
kurd	člen menšiny v Turecku
kurdi	národ příbuzný Peršanům
kurdistán	region Předního východu
kurdka	členka menšiny v Turecku
kurdky	členky menšiny v Turecku
kurdova	vlastněna Kurdem
kurdovi	vlastněni Kurdem
kurdovo	vlastněno Kurdem
kurdovy	vlastněny Kurdem
kurdové	národ příbuzný Peršanům
kurdská	typická pro menšinu v Turecku
kurdské	typické pro menšinu v Turecku
kurdský	typický pro menšinu v Turecku
kurdčin	vlastněn Kurdkou
kurdčina	vlastněna Kurdkou
kurdčini	vlastněni Kurdkou
kurdčino	vlastněno Kurdkou
kurdčiny	vlastněny Kurdkou
kurděje	námořnická nemoc
kurdští	typičtí pro menšinu v Turecku
kurdův	vlastněn Kurdem
kurenda	oběžník, leták zastr.
kurendy	oběžníky, letáky zastr.
kurevna	veřejný dům vulg.
kurevny	veřejné domy vulg.
kurevníci	nevěrní choti vulg.
kurevník	nevěrný choť vulg.
kurevsky	typicky pro nevěstky vulg.
kurevská	typická pro nevěstky vulg.
kurevské	typické pro nevěstky vulg.
kurevský	typický pro nevěstky vulg.
kurevství	smilnostvo zastr.
kurevští	typičtí pro nevěstky vulg.
kurily	ruské soustroví
kurnik	??? šopa, zaklení
kurník	slepičí domov
kurníky	slepičí domovy
kuronci	vymřelý baltský národ
kuros	typ antické sochy muže
kurs	penza lekcí
kursiva	druh písma
kursivy	druh písma množ.
kursor	ukazatel místa v textu
kursory	ukazatele místa v textu
kurt	tenisové hřiště
kurtizána	luxusní děvka
kurtizány	luxusní děvky
kurty	tenisové dvorce
kuru	nemoc lidojedů
kuruny	naše platidla
kurva	placená milenka vulg.
kurvil	kazil vulg.
kurvila	kazila vulg.
kurvili	kazili vulg.
kurvilo	kazilo vulg.
kurvily	kazily vulg.
kurvin	patřící děvce
kurvina	vlastněná děvkou
kurvino	patřící děvce
kurvit	kazit vulg.
kurviti	kaziti vulg.
kurvy	placené milenky vulg.
kurví	kazí vulg.
kurz	pensum lekcí
kurziva	druh písma
kurzivy	druh písma množ.
kurzor	ukazatel místa v textu
kurzory	ukazatele místa v textu
kurzy	penza lekcí
kurzíva	druh písma
kurzívy	druh písma množ.
kuráre	šípový jed
kurýr	soukromý pošťák
kurýrova	vlastněna soukromým pošťákem
kurýrovi	vlastněni soukromým pošťákem
kurýrovo	vlastněno soukromým pošťákem
kurýrovy	vlastněny soukromým pošťákem
kurýrové	soukromý pošťáci
kurýrův	vlastněn soukromým pošťákem
kurýři	soukromý pošťáci
kurňa	sakra nářeč.
kurši	vymřelý baltský národ
kuršit	krzno
kuršity	krzna
kuršové	vymřelý baltský národ
kurština	vymřelý baltský jazyk
kus	jeden výrobek
kuskus	africký pokrm
kuskusy	africké pokrmy
kusy	jednotlivé výrobky
kutal	rubal v podzemí
kutala	rubala v podzemí
kutali	rubali v podzemí
kutalo	rubalo v podzemí
kutaly	rubaly v podzemí
kutat	rubat v podzemí
kutati	rubati v podzemí
kutej	rubej v podzemí!
kutikula	vnější kostra
kutikuly	vnější kostry
kutil	amatérský řemeslník
kutila	bavila se řemeslem
kutili	bavili se řemeslem
kutilka	druh mouchy
kutilky	duh mouchy množ.
kutilo	bavilo se řemeslem
kutilové	amatérští řemeslníci
kutily	bavily se řemeslem
kutit	bavit se řemeslem
kutiti	baviti se řemeslem
kutoš	savec hrabáč zastr.
kutoši	savci hrabáči zastr.
kutuzov	kníže Smolenský
kutání	těžba nerostů z podzemí
kutí	baví se řemeslem
kutíc	bavíc se řemeslem
kutíce	bavíce se řemeslem
kutě	jít na ???, jít spat
kutění	řemeslo jako zábava
kuvajt	ropný stát
kuvasz	maďarský pastevecký pes
kuvaszi	maďarští pastevečtí psi
kux	podíl v těžařské firmě
kuxy	podíly v těžařských firmách
kuzma	??? Minin, vojevůdce
kučera	kadeř
kučery	kadeře
kučma	prezident Ukrajiny (1994-05)
kuňka	oranžová žába
kuňkot	žabí hlas
kuňky	oranžové žáby
kuňkání	žabí hlas
kuř	dýmej!
kuřata	slepičí mláďata
kuře	slepičí mládě
kuřecí	týkající se kuřat
kuři	slepice množ.
kuřice	jednoletá slepice
kuřme	dýmejme!
kuřte	dýmejte!
kuří	slepičí
kuš	samostříl hovor.
kuše	samostříl
kušská	etiopská (v antice)
kušské	etiopské (v antice)
kušský	etiopský (v antice)
kušuj	mlč! vulg.
kušuje	mlčí vulg.
kušští	etiopští (v antice)
kuť	bav se řemeslem!
kuťa	ruské vánoční cukroví
kužel	rotační těleso
kužele	rotační tělesa
kuželi	rotační tělesa
kuželka	bowlinvová potřeba
kuželky	hra podobná bowlingu
kvajáva	ovoce podobné fejchoy
kvajávy	ovoce podobné fejchoyím
kvak	žabí zvuk
kvakoš	pták příbuzný volavce
kvakoši	ptáci příbuzní volavce
kvakoší	typický pro kvakoše
kvaky	žabí zvuky
kvalita	jakost
kvalitní	jakostní
kvality	jakosti
kvanta	množství množ.
kvantum	množství
kvap	chvat
kvapil	Dvořákův libretista
kvapila	chvátala
kvapili	chvátali
kvapilo	chvátalo
kvapily	chvátaly
kvapit	chvátat
kvapiti	chvátati
kvapná	překotná
kvapné	překotné
kvapní	překotní
kvapný	překotný
kvapně	překotně
kvapí	chvátá
kvapík	rychlý kolový tanec
kvapíky	rychlé kolové tance
kvark	složka v elektronu
kvarky	složky v elektronu
kvart	tisk po osmi stránkách
kvarta	čtvrtý ročník gymnázia
kvartet	skladba pro čtyři hlasy
kvarteta	čtvera hráčů
kvarteto	čtvero hráčů
kvartety	skladby pro čtyři hlasy
kvarty	čtvrté ročníky gymnázia
kvartán	žák v kvartě
kvartáni	žáci v kvartě
kvas	ruská palenka
kvasil	fermentoval
kvasila	fermentovala
kvasili	fermentovali
kvasilo	fermentovalo
kvasily	fermentovaly
kvasinka	houba v droždí
kvasinky	houby v droždí
kvasit	fermentovat
kvasiti	fermentovat
kvasnice	droždí
kvasná	vzniklá fermentací
kvasné	vzniklé fermentací
kvasný	vzniklý fermentací
kvasně	za užití fermetnace
kvasy	ruské pálenky
kvasí	fermentuje
kvazi	pseudo
kvaš	malba s arabskou gumou
kvaše	malby s arabskou gumou
kvašen	fermentován
kvašena	fermentována
kvašeno	fermentováno
kvašeny	fermentovány
kvašená	fermentovaná
kvašené	fermentované
kvašení	fermentace
kvašený	fermentovaný
kvesal	pták ctěný Aztéky
kvesali	ptáci ctěný Aztéky
kvete	má květy
kvetení	tvorba květů
kvetl	měl květy
kvetla	měla květy
kvetlo	mělo květy
kvetly	měly květy
kvetou	mají květy
kvido	jeden z Mánesů
kvidova	vlastněná Kvidem
kvidovi	vlastněni Kvidem
kvidovo	vlastněno Kvidem
kvidovy	vlastněny Kvidem
kvidův	patřící Kvidovi
kvilda	šumavská obec
kvilďan	obyvatel Kvildy
kvilďani	obyvatelé Kvildy
kvilďané	obyvatelé Kvildy
kvinde	odmítnutí expr.
kvinta	pátý ročník gymnázia
kvintet	skladba pro pět hlasy
kvinteta	patera hráčů
kvinteto	patero hráčů
kvintety	skladba pro pět hlasy
kvinty	páté ročníky gymnázia
kvintán	žák v kvintě
kvintáni	žáci v kvintě
kvitová	naše tenistka
kvitové	jmenovkyně naší tenistky
kvok	slepičí zvuk
kvokají	imitují slepice
kvokal	imitoval slepice
kvokala	imitovala slepice
kvokali	imitovali slepice
kvokalo	imitovalo slepice
kvokaly	imitovaly slepice
kvokat	imitovat slepice
kvokati	imitovati slepice
kvokl	vydal slepičí zvuk
kvokla	vydala slepičí zvuk
kvokli	vydali slepičí zvuk
kvoklo	vydalo slepičí zvuk
kvokly	vydaly slepičí zvuk
kvokne	vydá slepičí zvuk
kvoknou	vydají slepičí zvuk
kvoknout	vydat slepičí zvuk
kvoknouti	vydati slepičí zvuk
kvoká	imituje slepice
kvokání	slepičí zvuk
kvork	slučí zvuk
kvorkají	imitují sluku
kvorkal	imitoval sluku
kvorkala	imitovala sluku
kvorkali	imitovali sluku
kvorkalo	imitovalo sluku
kvorkaly	imitovaly sluku
kvorkat	imitovat sluku
kvorkati	imitovati sluku
kvorká	imituje sluku
kvorkání	slučí hlas
kvota	smluvní podíl
kvoty	smluvní podíly
kvočna	slepice na vejcích
kvočny	slepice na vejcích
kvr	Raisovy iniciály
kvád	antický obyvatel Slovenska
kvádi	antičtí obyvatelé Slovenska
kvádka	antická obyvatelka Slovenska
kvádky	antické obyvatelky Slovenska
kvádr	zploštělá krychle
kvádry	zploštělé krychle
kvák	zabí zvuky
kvákal	imitoval kuňku
kvákala	imitovala kuňku
kvákali	imitovali kuňku
kvákalo	imitovalo kuňku
kvákaly	imitovaly kuňku
kvákat	imitovat kuňku
kvákati	imitovati kuňku
kvákej	imituj kuňku!
kvákot	žabí hlas
kváky	žabí zvyky
kváká	imituje kuňku
kvákání	imitace žab
kvásek	základ chlebu
kvásky	základy chlebů
kvé	písmeno q
kvér	puška slang.
kvéry	pušky slang.
kvést	mít květy
kvésti	míti květy
kvílej	ječ!
kvílel	ječel
kvílela	ječela
kvíleli	ječeli
kvílelo	ječelo
kvílely	ječely
kvílení	jekot
kvílet	ječet
kvíleti	ječeti
kvílí	ječí
kvílící	ječící
kvíčala	druh drozda
kvíčaly	druh drozda množ.
kvíčalí	typický pro kvíčalu
kvóta	smluvní podíl
kvóty	smluvní podíly
květa	jméno vzniklé z Květoslavi
květen	pátý měsíc
květin	patřící Květě
květina	kvetoucí rostlina
květini	vlastnění Květou
květino	patřící Květě
květiny	kvetoucí rostliny
květnová	májová
květnové	májové
květnoví	májoví
květnový	májový
květny	páté měsíce
květní	týkající se květů
květník	truhlík
květníky	truhlíky
květo	oslovení Květy
květoslav	české mužské jméno
květoslava	přechýlené jméno Květoslav
květoslavo	oslovení Květoslavi
květoslavy	ženy jménem Květoslava
květoň	přechýlené jméno Květa
květoš	přechýlené jméno Květa
květy	chlouby růží
kvůli	v důsledku
kwh	kilowatthodina zkr.
kyanid	přípona skupiny -C≡N
kyano	předpona skupiny -C≡N
kydal	uklízel mrvu
kydala	uklízela mrvu
kydali	uklízeli mrvu
kydalo	uklízelo mrvu
kydaly	uklízely mrvu
kydat	uklízet mrvu
kydati	uklízeti mrvu
kydej	uklízej mrvu!
kydá	uklízí mrvu
kydání	uklid mrvy
kyj	bojový klacek
kyjan	obyvatel Kyjí
kyjani	obývatelé Kyjí
kyjanka	obyvatelka Kyjí
kyjanky	obyvatelky Kyjí
kyjané	obyvatelé Kyjí
kyje	bojové klacky
kyjev	metropole Ukrajiny
kyjevan	obyvatel ukrajinské metropole
kyjevani	obyvatelé ukrajinské metropole
kyjevané	obyvatelé ukrajinské metropole
kyjevská	vyrobená v ukrajinské Metropoli
kyjevské	vyrobené v ukrajinské Metropoli
kyjevský	vyrobený v ukrajinské Metropoli
kyjevští	usazení v ukrajinské Metropoli
kyjov	centrum Dolňácka
kyjovan	obyvatel centra Dolňácka
kyjovani	obyvatelé centra Dolňácka
kyjované	obyvatelé centra Dolňácka
kyjovitá	podlouhlá na konci rozšířená
kyjovité	podlouhlé na konci rozšířené
kyjovití	podlouhlí na konci rozšíření
kyjovitý	podlouhlý na konci rozšířený
kyjovitě	podlouhle s koncovým rozšířením
kyjovka	říčka v Kyjově
kyjovsko	centrum Dolňácka
kyjovská	typická pro centrum Dolňácka
kyjovské	typické pro centrum Dolňácka
kyjovský	typický pro centrum Dolňácka
kyjovští	typičtí pro centrum Dolňácka
kyjská	usídlená v Kyjích
kyjské	usídlené v Kyjích
kyjský	usídlený v Kyjích
kyjští	usídlení v Kyjích
kyklop	jednooký obr
kyklopi	jednoocí obři
kyklopka	jednooká obryně
kyklopky	jednooké obryně
kyma	část římsy
kymy	části říms
kymácel	kýval, houpal
kymácela	kývala, houpala
kymáceli	kývali, houpali
kymácelo	kývalo, houpalo
kymácely	kývaly, houpaly
kymácení	kývání, houpání
kymácet	pohupovat, kývat
kymáceti	pohupovati, kývati
kymácivá	kolébavá
kymácivé	kolébavé
kymáciví	kolébaví
kymácivý	kolébavý
kymácivě	kolébavě
kymácí	pohupuje, kýve
kyne	nabívá na objemu
kynici	příznivci Diogéna z Sinopy
kynik	příznivec Diogéna z Sinopy
kynismus	filosofie Diogéna z Sinopy
kyno	předpona "psí" (z řečtiny)
kynolog	odborník na psy
kynolozi	odborníci na psy
kynout	nabývat na objemu
kynouti	nabývati na objemu
kynul	dával znamení rukou
kynula	dávala znamení rukou
kynuli	dávali znamení rukou
kynuly	dávaly znamení rukou
kynutí	nabývání na objemu
kynál	frňák nářeč.
kynály	frňáky nářeč.
kypa	výsypka slang.
kyperská	typická pro Kypr
kyperské	typické pro Kypr
kyperský	typický pro Kypr
kyperští	typičtí pro Kypr
kypr	řecký i turecký ostrov
kyprej	??? vrbice, bylina
kypreje	??? vrbice, byliny
kyprost	plnoštíhlost
kyprá	vzdušná o prsti
kypré	vzdušné o poli
kyprý	vzdušný o záhonu
kypy	výsypky slang.
kypřan	obyvatel Kypru
kypřani	obyvatelé Kypru
kypřanka	obyvatelka Kypru
kypřanky	obyvatelky Kypru
kypřané	obyvatelé Kypru
kypřen	čechrán o záhoně
kypřena	čechrána o půdě
kypřeno	čechráno o poli
kypřená	čechráná o půdě
kypřené	čechráné o poli
kypření	čechrání záhony
kypřený	čechráný o záhoně
kypři	čechrej záhon!
kypřicí	??? prášek (do pečiva)
kypřidla	zvěčovače objemu (pečení)
kypřidlo	zvěčovač objemu (pečení)
kypřil	čechral záhon
kypřila	čechrala záhon
kypřili	čechrali záhon
kypřilo	čechralo záhon
kypřily	čechraly záhon
kypřit	čechrat půdu
kypřiti	čechrati půdu
kypří	plnoštíhlí
kypřící	čechrající záhon
kyra	řecké ženské jméno
kyreta	chirurgova škrabka
kyrety	chirurgovy škrabky
kyrgyz	obyvatel Biškeku (národnost)
kyrill	orkán u nás (2007)
kyrys	plátová zbroj
kysají	získávají chuť octa
kysal	získával chuť octa
kysala	získávala chuť octa
kysalo	získávalo chuť octa
kysaly	získávaly chuť octa
kysaná	kvašená (okurky)
kysané	kvašené (okurky)
kysaný	kvašený (okurky)
kysat	získavat chuť octa
kysati	získavati chuť octa
kysel	zákusek v pobaltí
kysele	opak alkalicky
kyselina	opak zásady
kyseliny	opaky zásad
kyselost	chuť octa
kyselá	opak alkalická
kyselé	opak alkalické
kyselí	opak alkaličtí
kyselý	opak alkalický
kyslík	prvek značky O
kyslíková	plněná plynem značky O
kyslíkové	plněné plynem značky O
kyslíkový	plněný plynem značky O
kysuce	část Slovenska
kysá	získává chuť octa
kysání	získávání chuti octa
kysúce	část Slovenska
kytovci	velryby
kytovec	velryba
kyv	půlkmit
kyvadla	oscilátory starých hodinách
kyvadlo	oscilátor starých hodinách
kyveláž	výstuha jámy
kyveláže	výstuhy jam
kyveta	měřicí nádobka
kyvety	meřicí nádobky
kyvná	schopná naklonění
kyvné	schopné naklonění
kyvný	schopný naklonění
kyvně	s možností naklánění
kyvor	okrasná kapradina
kyvory	okrasné kapradiny
kyvotat	kývat se nářeč.
kyvotati	kývati se nářeč.
kyvotá	kýve se nářeč.
kyvy	půlkmity
kyvít	básnicky cvrlikání
kyz	železný ???, pyrit
kyzy	železné ???, pyrity
kyzyl	tuvinská metropole
kyčelník	ileum
kyřin	vlastněný Kyrou
kyřina	vlastněná Kyrou
kyřini	vlastnění Kyrou
kyřino	vlastněno Kyrou
kyřiny	vlastněny Kyrou
kyše	kysá kniž.
kyšou	kysají kniž.
kábul	afgánská metropole
kábulan	obyvatel afghánské metropole
kábulani	obyvatelé afghánské metropole
kábulané	obyvatelé afghánské metropole
kábulská	vyrobená v metropoli Afghánistánu
kábulské	vyrobené v metropoli Afghánistánu
kábulský	vyrobený v metropoli Afghánistánu
kábulští	narození v metropoli Afghánistánu
kácel	mýtil
kácela	mýtila
káceli	mýtili
kácely	mýtily
kácen	mýcen
kácena	mýcena
káceno	mýceno
káceny	mýceny
kácená	mýcená
kácené	mýcené
kácení	výroba mýtiny
kácený	mýcený
kácet	mýtit
káceti	mýtiti
kádinka	plochá zkumavka
kádinky	ploché zkumavky
kádiště	místo na dně rybníka
kádr	elitní pracovníci
kádrovat	třídit pracovníky
kádry	skupiny elitních pracovníků
kádí	muslimský velekněz
kádě	nádoby na ryby
káhira	Egyptské velkoměsto
káhirská	typická pro egyptskou metropoli
káhirské	typické pro egyptskou metropoli
káhirský	typický pro egyptskou metropoli
káhirští	typičtí pro egyptskou metropoli
káhiřan	obyvatel egyptské metropole
káhiřani	obyvatelé egyptské metropole
káhiřanka	žena z egyptské metropole
káhiřanky	ženy z egyptské metropole
káida	Al ???, zločinecká organizace
kája	Gottova přezdívka
kájo	domácké oslovení Karla
kájova	domácky Karlova
kájovi	domácky Karlovi
kájovo	domácky Karlovo
kájovy	domácky Karlovy
kájové	domácky Karlové
kájův	domácky Karlův
kákos	obr zabitý Héraklem
kál	litoval hříchů
kála	litovala hříchů
káli	litovali hříchů
kálo	litovalo hříchů
kály	litovaly hříchů
kálí	indická bohyně smrti
kámo	přítel 5.pád hovor.
kámoš	přítel hovor.
kámoši	přátelé hovor.
kániš	pikartský kněz
kánoe	vodácká loď
kánoista	vodák na kánoi
kánoisti	vodáci na kánoi
kánoisté	vodáci na kánoi
kánon	slohové zákony
kánony	slohové zákony množ.
kánská	herečka (Blaženy Škopkové)
káně	příbuzný krahujce
káněčí	typický pro káňata
kápa	předáci hovor.
kápo	předák hovor.
kápova	předákova hovor.
kápovi	předákovi hovor.
kápovo	předákovo hovor.
kápovy	předákovy hovor.
kápové	předáci hovor.
kápě	kapuce
kápův	předákův hovor.
kára	karetní barva
káral	plísnil
kárala	plísnila
kárali	plísnili
káralo	plísnilo
káraly	plísnily
káraná	plísněná
kárané	plísněné
káraní	plísnění
káraný	plísněný
kárat	plísnit
kárati	plísniti
káravá	vytýkavá
káravé	vytýkavé
káraví	vytýkaví
káravý	vytýkavý
káravě	vytýkavě
kárej	plísni!
kárá	plísní
kárán	plísněn
kárána	plísněna
káráni	plísněni
káráno	plísněno
kárány	plísněny
kát	litovat hříchů
káti	litovati hříchů
kátin	domácky Kateřinin
kátina	domácky Kateřinina
kátini	domácky Kateřinini
kátino	domácky Kateřinino
kátiny	domácky Kateřininy
kávovar	vařič kávy
kávovary	vařiče kávy
kázal	hlásal víru
kázala	hlásala víru
kázali	hlásali víru
kázaly	hlásaly víru
kázat	poučovat v chrámu
kázati	poučovati v chrámu
kázeň	sebeovládání
káznice	lehká věznice
kázán	hlásán o víře
kázána	hlásána o víře
kázáno	hlásáno o víře
kázány	hlásány o vírách
kázání	část bohoslužby
káča	domácky Kateřina
káčata	kachňátka
káče	kachňátko
káči	domácky Kateřiny
káčin	domácky Kateřinin
káčini	domácky Kateřinini
káčino	domácky Kateřinino
káčiny	domácky Kateřininy
káčátka	kachňátka
káčátko	kachňátko
káď	nádoba na ryby
káďa	sportovec Karel Pešek
káňata	ptáci příbuzní krahujci
káša	Kazi zastr.
káťa	domácky Kateřina
káťo	domácké oslovení Kateřiny
káže	poučuje v chrámu
kérka	tetování argot.
kérkař	tatér argot.
kérkaři	tatéři argot.
kérky	tetování argot.
kétó	matka Medusina
kéž	přací částice
kód	způsob zápisování
kódy	způsoby zapisování
kóje	pokoj na lodi
kóma	hluboké bezvědomí
kómata	hluboká bezvědomí
kór	zvláště nářeč.
kós	rodiště Hipokrata
kósan	obyvatel Hipokrattova rodiště
kósani	obyvatelé Hipokrattova rodiště
kósanka	obyvatelka Hipokrattova rodiště
kósanky	obyvatelky Hipokrattova rodiště
kósané	obyvatelé Hipokrattova rodiště
kósu	Hippokrates z ???
kóta	popisek v nárysu
kóty	popisky v nárysu
kúra	léčebná procedura
kúriť	slovensky topit
kúry	léčebné procedury
kýchají	ozývají se rýmou
kýchat	ozývat se rýmou
kýchati	ozývati se rýmou
kýchá	ozývá se rýmou
kýho	jakého expresivně
kýl	spodek lodi
kýla	posunutí orgánů
kýlová	umístěna na spodku lodi
kýlové	umístěno na spodku lodi
kýlový	umístěn na spodku lodi
kýly	spodky lodí
kým	kdo 7.pád
kýr	železný oštěp
kýros	perský král
kýrova	ovládán Dáreiovým synem
kýrovi	ovládáni Dáreiovým synem
kýrovo	patřící Dáreiovu synu
kýrovy	ovládány Dáreiovým synem
kýry	železné oštěpy
kýrův	patřící Dáreiovu synu
kýto	stehno (řeznictví)
kýtová	uvařená ze stehna
kýtové	uvařené ze stehna
kýtový	uvařený ze stehna
kýty	stehna (řeznictví)
kývací	schopný kymácet se
kýval	hlavou dával souhlas
kývala	hlavou dávala souhlas
kývali	hlavou dávali souhlas
kývalo	hlavou dávalo souhlas
kývaly	hlavou dávaly souhlas
kývanda	závěr lidové svadby
kývandy	závěry lidových svateb
kývat	hlavou přitakávat
kývati	hlavou přitakávat
kývavá	nejistá při chůzi
kývavé	nejisté při chůzi
kývaví	nejistí při chůzi
kývavý	nejistý při chůzi
kývavě	nejistě o chůzi
kývač	sval k pohybu hlavy
kývače	svaly k pohybu hlavy
kýve	hlavou přitakává
kývl	souhlasil hovor.
kývla	souhlasila hovor.
kývli	souhlasili hovor.
kývlo	souhlasilo hovor.
kývly	souhlasily hovor.
kývne	odsouhlasí hovor.
kývni	dej souhlas! hovor.
kývnul	souhlasil hovor.
kývnula	souhlasila hovor.
kývnuli	souhlasili hovor.
kývnulo	souhlasilo hovor.
